ProductKey,product_item_code,subcategory,productcategory,EnglishProductName,Color,Size,ProductLine,ModelName,EnglishDescription,Product_Status
483,RA-H123,Bike Racks,Accessories,Hitch Rack - 4-Bike,NA,NULL,"S ",Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current
484,CL-9009,Cleaners,Accessories,Bike Wash - Dissolver,NA,NULL,"S ",Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current
485,FE-6654,Fenders,Accessories,Fender Set - Mountain,NA,NULL,"M ",Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,Current
486,ST-1401,Bike Stands,Accessories,All-Purpose Bike Stand,NA,NULL,"M ",All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current
487,HY-1023-70,Hydration Packs,Accessories,Hydration Pack - 70 oz.,Silver,70,"S ",Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Current
488,SJ-0194-S,Jerseys,Clothing,"Short-Sleeve Classic Jersey, S",Yellow,S,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
489,SJ-0194-M,Jerseys,Clothing,"Short-Sleeve Classic Jersey, M",Yellow,M,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
490,SJ-0194-L,Jerseys,Clothing,"Short-Sleeve Classic Jersey, L",Yellow,L,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
491,SJ-0194-X,Jerseys,Clothing,"Short-Sleeve Classic Jersey, XL",Yellow,XL,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
492,FR-T98Y-60,Touring Frames,Components,"HL Touring Frame - Yellow, 60",Yellow,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
493,FR-T67Y-62,Touring Frames,Components,"LL Touring Frame - Yellow, 62",Yellow,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
494,FR-T98Y-46,Touring Frames,Components,"HL Touring Frame - Yellow, 46",Yellow,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
495,FR-T98Y-50,Touring Frames,Components,"HL Touring Frame - Yellow, 50",Yellow,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
496,FR-T98Y-54,Touring Frames,Components,"HL Touring Frame - Yellow, 54",Yellow,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
497,FR-T98U-46,Touring Frames,Components,"HL Touring Frame - Blue, 46",Blue,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
498,FR-T98U-50,Touring Frames,Components,"HL Touring Frame - Blue, 50",Blue,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
499,FR-T98U-54,Touring Frames,Components,"HL Touring Frame - Blue, 54",Blue,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
500,FR-T98U-60,Touring Frames,Components,"HL Touring Frame - Blue, 60",Blue,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
501,RD-2308,Derailleurs,Components,Rear Derailleur,Silver,NULL,NULL,Rear Derailleur,Wide-link design.,Current
502,FR-T67U-50,Touring Frames,Components,"LL Touring Frame - Blue, 50",Blue,50,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
503,FR-T67U-54,Touring Frames,Components,"LL Touring Frame - Blue, 54",Blue,54,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
504,FR-T67U-58,Touring Frames,Components,"LL Touring Frame - Blue, 58",Blue,58,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
505,FR-T67U-62,Touring Frames,Components,"LL Touring Frame - Blue, 62",Blue,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
506,FR-T67Y-44,Touring Frames,Components,"LL Touring Frame - Yellow, 44",Yellow,44,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
507,FR-T67Y-50,Touring Frames,Components,"LL Touring Frame - Yellow, 50",Yellow,50,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
508,FR-T67Y-54,Touring Frames,Components,"LL Touring Frame - Yellow, 54",Yellow,54,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
509,FR-T67Y-58,Touring Frames,Components,"LL Touring Frame - Yellow, 58",Yellow,58,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
510,FR-T67U-44,Touring Frames,Components,"LL Touring Frame - Blue, 44",Blue,44,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
511,FR-M63S-40,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 40",Silver,40,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
512,FR-M63S-42,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 42",Silver,42,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
513,FR-M63S-46,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 46",Silver,46,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
514,RB-9231,Brakes,Components,Rear Brakes,Silver,NULL,NULL,Rear Brakes,NULL,Current
515,SE-M236,Saddles,Components,LL Mountain Seat/Saddle,NA,NULL,"M ",LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,Current
516,SE-M798,Saddles,Components,ML Mountain Seat/Saddle,NA,NULL,"M ",ML Mountain Seat/Saddle 2,Designed to absorb shock.,Current
517,SE-M940,Saddles,Components,HL Mountain Seat/Saddle,NA,NULL,"M ",HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,Current
518,SE-R581,Saddles,Components,LL Road Seat/Saddle,NA,NULL,"R ",LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,Current
519,SE-R908,Saddles,Components,ML Road Seat/Saddle,NA,NULL,"T ",ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,Current
520,SE-R995,Saddles,Components,HL Road Seat/Saddle,NA,NULL,"R ",HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,Current
521,SE-T312,Saddles,Components,LL Touring Seat/Saddle,NA,NULL,"T ",LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",Current
522,SE-T762,Saddles,Components,ML Touring Seat/Saddle,NA,NULL,"T ",ML Touring Seat/Saddle,New design relieves pressure for long rides.,Current
523,SE-T924,Saddles,Components,HL Touring Seat/Saddle,NA,NULL,"T ",HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,Current
524,FR-M21S-42,Mountain Frames,Components,"LL Mountain Frame - Silver, 42",Silver,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
525,FR-M21S-44,Mountain Frames,Components,"LL Mountain Frame - Silver, 44",Silver,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
526,FR-M21S-48,Mountain Frames,Components,"LL Mountain Frame - Silver, 48",Silver,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
527,FR-M21S-52,Mountain Frames,Components,"LL Mountain Frame - Silver, 52",Silver,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
528,TT-M928,Tires and Tubes,Accessories,Mountain Tire Tube,NA,NULL,"M ",Mountain Tire Tube,Self-sealing tube.,Current
529,TT-R982,Tires and Tubes,Accessories,Road Tire Tube,NA,NULL,"R ",Road Tire Tube,Conventional all-purpose tube.,Current
530,TT-T092,Tires and Tubes,Accessories,Touring Tire Tube,NA,NULL,"T ",Touring Tire Tube,General purpose tube.,Current
531,FR-M21B-42,Mountain Frames,Components,"LL Mountain Frame - Black, 42",Black,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
532,FR-M21B-44,Mountain Frames,Components,"LL Mountain Frame - Black, 44",Black,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
533,FR-M21B-48,Mountain Frames,Components,"LL Mountain Frame - Black, 48",Black,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
534,FR-M21B-52,Mountain Frames,Components,"LL Mountain Frame - Black, 52",Black,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
535,TI-M267,Tires and Tubes,Accessories,LL Mountain Tire,NA,NULL,"M ",LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",Current
536,TI-M602,Tires and Tubes,Accessories,ML Mountain Tire,NA,NULL,"M ",ML Mountain Tire,"Great traction, high-density rubber.",Current
537,TI-M823,Tires and Tubes,Accessories,HL Mountain Tire,NA,NULL,"M ",HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",Current
538,TI-R092,Tires and Tubes,Accessories,LL Road Tire,NA,NULL,"R ",LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,Current
539,TI-R628,Tires and Tubes,Accessories,ML Road Tire,NA,NULL,"R ",ML Road Tire,Higher density rubber.,Current
540,TI-R982,Tires and Tubes,Accessories,HL Road Tire,NA,NULL,"R ",HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current
541,TI-T723,Tires and Tubes,Accessories,Touring Tire,NA,NULL,"T ",Touring Tire,High-density rubber.,Current
542,PD-M282,Pedals,Components,LL Mountain Pedal,Silver/Black,NULL,"M ",LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Current
543,PD-M340,Pedals,Components,ML Mountain Pedal,Silver/Black,NULL,"M ",ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Current
544,PD-M562,Pedals,Components,HL Mountain Pedal,Silver/Black,NULL,"M ",HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Current
545,PD-R347,Pedals,Components,LL Road Pedal,Silver/Black,NULL,"R ",LL Road Pedal,Clipless pedals - aluminum.,Current
546,PD-R563,Pedals,Components,ML Road Pedal,Silver/Black,NULL,"R ",ML Road Pedal,Lightweight aluminum alloy construction.,Current
547,PD-R853,Pedals,Components,HL Road Pedal,Silver/Black,NULL,"R ",HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Current
548,PD-T852,Pedals,Components,Touring Pedal,Silver/Black,NULL,"T ",Touring Pedal,A stable pedal for all-day riding.,Current
549,FR-M63S-38,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 38",Silver,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
550,FR-M21B-40,Mountain Frames,Components,"LL Mountain Frame - Black, 40",Black,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
551,FR-M21S-40,Mountain Frames,Components,"LL Mountain Frame - Silver, 40",Silver,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
552,FD-2342,Derailleurs,Components,Front Derailleur,Silver,NULL,NULL,Front Derailleur,Wide-link design.,Current
553,HB-T721,Handlebars,Components,LL Touring Handlebars,NA,NULL,"T ",LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,Current
554,HB-T928,Handlebars,Components,HL Touring Handlebars,NA,NULL,"T ",HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,Current
555,FB-9873,Brakes,Components,Front Brakes,Silver,NULL,NULL,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current
556,CS-4759,Cranksets,Components,LL Crankset,Black,NULL,NULL,LL Crankset,Super rigid spindle.,Current
557,CS-6583,Cranksets,Components,ML Crankset,Black,NULL,NULL,ML Crankset,High-strength crank arm.,Current
558,CS-9183,Cranksets,Components,HL Crankset,Black,NULL,NULL,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Current
559,CH-0234,Chains,Components,Chain,Silver,NULL,NULL,Chain,Superior shifting performance.,Current
560,BK-T44U-60,Touring Bikes,Bikes,"Touring-2000 Blue, 60",Blue,60,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
561,BK-T79Y-46,Touring Bikes,Bikes,"Touring-1000 Yellow, 46",Yellow,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
562,BK-T79Y-50,Touring Bikes,Bikes,"Touring-1000 Yellow, 50",Yellow,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
563,BK-T79Y-54,Touring Bikes,Bikes,"Touring-1000 Yellow, 54",Yellow,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
564,BK-T79Y-60,Touring Bikes,Bikes,"Touring-1000 Yellow, 60",Yellow,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
565,BK-T18U-54,Touring Bikes,Bikes,"Touring-3000 Blue, 54",Blue,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
566,BK-T18U-58,Touring Bikes,Bikes,"Touring-3000 Blue, 58",Blue,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
567,BK-T18U-62,Touring Bikes,Bikes,"Touring-3000 Blue, 62",Blue,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
568,BK-T18Y-44,Touring Bikes,Bikes,"Touring-3000 Yellow, 44",Yellow,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
569,BK-T18Y-50,Touring Bikes,Bikes,"Touring-3000 Yellow, 50",Yellow,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
570,BK-T18Y-54,Touring Bikes,Bikes,"Touring-3000 Yellow, 54",Yellow,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
571,BK-T18Y-58,Touring Bikes,Bikes,"Touring-3000 Yellow, 58",Yellow,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
572,BK-T18Y-62,Touring Bikes,Bikes,"Touring-3000 Yellow, 62",Yellow,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
573,BK-T79U-46,Touring Bikes,Bikes,"Touring-1000 Blue, 46",Blue,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
574,BK-T79U-50,Touring Bikes,Bikes,"Touring-1000 Blue, 50",Blue,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
575,BK-T79U-54,Touring Bikes,Bikes,"Touring-1000 Blue, 54",Blue,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
576,BK-T79U-60,Touring Bikes,Bikes,"Touring-1000 Blue, 60",Blue,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
577,BK-T44U-46,Touring Bikes,Bikes,"Touring-2000 Blue, 46",Blue,46,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
578,BK-T44U-50,Touring Bikes,Bikes,"Touring-2000 Blue, 50",Blue,50,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
579,BK-T44U-54,Touring Bikes,Bikes,"Touring-2000 Blue, 54",Blue,54,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
580,BK-R79Y-40,Road Bikes,Bikes,"Road-350-W Yellow, 40",Yellow,40,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
581,BK-R79Y-42,Road Bikes,Bikes,"Road-350-W Yellow, 42",Yellow,42,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
582,BK-R79Y-44,Road Bikes,Bikes,"Road-350-W Yellow, 44",Yellow,44,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
583,BK-R79Y-48,Road Bikes,Bikes,"Road-350-W Yellow, 48",Yellow,48,"R ",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current
584,BK-R19B-58,Road Bikes,Bikes,"Road-750 Black, 58",Black,58,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
585,BK-T18U-44,Touring Bikes,Bikes,"Touring-3000 Blue, 44",Blue,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
586,BK-T18U-50,Touring Bikes,Bikes,"Touring-3000 Blue, 50",Blue,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
587,BK-M38S-38,Mountain Bikes,Bikes,"Mountain-400-W Silver, 38",Silver,38,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
588,BK-M38S-40,Mountain Bikes,Bikes,"Mountain-400-W Silver, 40",Silver,40,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
589,BK-M38S-42,Mountain Bikes,Bikes,"Mountain-400-W Silver, 42",Silver,42,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
590,BK-M38S-46,Mountain Bikes,Bikes,"Mountain-400-W Silver, 46",Silver,46,"M ",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current
591,BK-M18S-40,Mountain Bikes,Bikes,"Mountain-500 Silver, 40",Silver,40,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
592,BK-M18S-42,Mountain Bikes,Bikes,"Mountain-500 Silver, 42",Silver,42,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
593,BK-M18S-44,Mountain Bikes,Bikes,"Mountain-500 Silver, 44",Silver,44,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
594,BK-M18S-48,Mountain Bikes,Bikes,"Mountain-500 Silver, 48",Silver,48,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
595,BK-M18S-52,Mountain Bikes,Bikes,"Mountain-500 Silver, 52",Silver,52,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
596,BK-M18B-40,Mountain Bikes,Bikes,"Mountain-500 Black, 40",Black,40,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
597,BK-M18B-42,Mountain Bikes,Bikes,"Mountain-500 Black, 42",Black,42,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
598,BK-M18B-44,Mountain Bikes,Bikes,"Mountain-500 Black, 44",Black,44,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
599,BK-M18B-48,Mountain Bikes,Bikes,"Mountain-500 Black, 48",Black,48,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
600,BK-M18B-52,Mountain Bikes,Bikes,"Mountain-500 Black, 52",Black,52,"M ",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current
601,BB-7421,Bottom Brackets,Components,LL Bottom Bracket,NA,NULL,NULL,LL Bottom Bracket,Chromoly steel.,Current
602,BB-8107,Bottom Brackets,Components,ML Bottom Bracket,NA,NULL,NULL,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,Current
603,BB-9108,Bottom Brackets,Components,HL Bottom Bracket,NA,NULL,NULL,HL Bottom Bracket,Aluminum alloy cups and a hollow axle.,Current
604,BK-R19B-44,Road Bikes,Bikes,"Road-750 Black, 44",Black,44,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
605,BK-R19B-48,Road Bikes,Bikes,"Road-750 Black, 48",Black,48,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
606,BK-R19B-52,Road Bikes,Bikes,"Road-750 Black, 52",Black,52,"R ",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current
